SYEAR,AREA,RNAME,DNAME,VCODE,STYPE,SID,S001,S002,S003,S004,S004t,S004g,S004b,S004V,S004H,S004P,S004I,S004BHV,S004MUL,S004FR,S004FT,S004FHO,S004FO,S006,S006a,S007E,S007P,S008TA,S008TP,S009a,S009b,S009c,S009d,S009e,S009f,S009z,S010a,S010b,S010c,S010d,S010e,S010z,S010T0,S010T15,S010T30,S010T31,S011a,S011b,S011c,S011d,S011e,S011e1,S011f,S011g,S011k,S011m,S011n,S011q,S011n,S011p,S012a,S012b,S012c,S012d,S012e,S012f,S012g,S012h,S012j,S012k,S012L,S012m,SF0,S014,S015,S016,S017,S0181,S0181a,S0182,S0182a,S018PVT1,S018PVT2,S018PVT3,S018PVT4,S018PVT5,S018PVT6,S019a1,S019b1,S019c1,S019d1,S019e1,S019f1,S019g1,S019h1,S019i1,S019j1,S019k1,S019m1,S019n1,S019p1,S019q1,S019r1,S019s1,S019t1,S019a2,S019b2,S019c2,S019d2,S019e2,S019f2,S019g2,S019h2,S019i2,S019j2,S019k2,S019m2,S019n2,S019p2,S019q2,S019r2,S019s2,S019t2
2019,1,ISLAMABAD-ICT,ISLAMABAD,,1,61,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,205,194,,0,,,,,4,,,,,,3,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,0,1,1,,,1,,1,,1,,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,1,62,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,418,382,2,2,,,,,2,,,,,,2,,,1,,,,14,11,1,1,1,1,1,1,0,1,1,1,1,0,1,1,,,2,0,1,,1,,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,1,63,1,2,1,1,2,0,2,0,0,1,0,0,0,0,0,1,0,,,375,355,13,0,,,,3,2,2,,,,,3,4,,,,3,,,,1,1,1,,1,1,1,1,1,1,1,0,0,,,,1,,1,,0,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,1,64,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,164,153,2,0,,,,,,1,1,,,,,,,,,,,,,1,1,1,0,0,1,0,0,1,1,1,0,0,,0,,1,0,,,,,,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,1,,,,,,,,1,1,,,1,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,1,65,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,455,437,1,1,,,,,1,,,,,,1,,,1,,,,14,12,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,,1,0,1,1,1,1,1,1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,1,66,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,361,339,2,2,,,,,2,,,,,,2,,,,,,,11,11,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,7,1,0,1,1,1,1,1,1,1,,,,,1,11456,1,456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,1,67,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,174,162,2,2,,,,,2,,,,,,2,,,1,,,,9,8,1,1,1,1,1,1,0,1,1,1,1,0,1,1,,,2,,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,68,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,-1,191,180,14,13,,,,,2,3,,,,,4,4,,,,,,15,12,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,69,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,194,183,11,10,,,,2,4,3,,1,,,,,,,,,,10,8,1,1,1,1,1,1,1,0,1,1,1,0,0,,0,,1,1,1,1,1,1,1,1,4,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,70,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,214,191,,0,,,,4,5,3,,,,,4,3,,,,,,14,9,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,,1,0,1,1,,,1,1,4,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,71,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,165,153,3,3,,,,,1,2,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,1,0,0,0,0,,,,1,,1,,1,,0,,1,0,,,,0,,0,,0,3 - NGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,72,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,131,130,5,0,,,1,2,1,,,,,,1,,,,,,,,,1,1,1,1,0,1,0,0,1,1,1,0,0,,,,1,,1,,1,,1,,2,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,73,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,238,223,14,12,,,,2,4,4,,1,,,1,,,,,,,12,12,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,74,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,235,217,2,2,,,,,2,,,,,,2,,,,,,,9,7,1,1,1,1,1,1,1,1,1,1,1,0,1,3,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,208,189,1,1,,,,,1,,,,,,1,,,,,,,,,1,1,,1,1,1,0,0,1,1,1,1,1,3,,,2,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,76,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,-1,213,187,17,16,,,,2,12,2,,,,,5,3,,,,,,14,9,1,1,1,1,0,0,1,1,1,1,1,0,0,,0,,1,0,1,,1,,1,,4,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,77,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,251,245,9,9,,,,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,,1,1,1,1,1,1,1,1,2,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,138,126,1,0,,,,,,1,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,1,1,0,0,,,,1,,,,,,,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,79,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,141,103,1,1,,,,,1,,,,,,1,,,,,,,8,6,1,1,1,1,1,1,1,1,1,1,1,0,1,3,,,1,,1,,1,,1,,3,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,ISLAMABAD-ICT,ISLAMABAD,,2,80,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,418,382,2,2,,,,,,,,,,,,,,,,,,14,12,1,1,1,1,1,1,1,1,1,1,1,0,1,3,,,1,0,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,81,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,355,344,7,7,,,1,2,,4,,3,,,2,2,,,2,,,8,8,1,1,1,0,0,1,0,0,1,1,1,0,0,,,,1,0,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,82,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,475,443,10,10,,,1,,1,7,1,2,,1,5,1,,3,7,,,11,10,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,-1,8,8,338066,1,12000,0,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,83,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,145,4,3,,,,,,4,,,,,2,2,,,2,,,6,6,1,1,1,,0,0,0,0,1,0,0,0,0,,,,1,,1,,1,,1,,1,-1,6,6,13253,1,36000,0,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,84,1,2,1,1,3,0,3,0,0,1,0,0,1,0,0,0,0,,,344,323,6,6,,,,1,1,4,,1,,1,3,,,,6,,,6,6,1,1,1,,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,-1,6,6,130000,1,66000,0,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,85,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,343,300,10,9,,,,,,9,1,9,,,,,,,9,,,7,7,1,1,1,0,0,1,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,-1,7,5,30020,1,3177000,1,77000,,,,,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,1,,,,1,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,86,3,2,1,1,3,0,3,1,0,0,0,0,0,0,0,0,0,,,228,206,13,11,,,,,5,4,3,,,6,3,3,,5,6,1,,10,5,1,1,1,,1,1,1,0,1,1,0,1,,,0,,0,1,,1,,1,,1,1,-1,16,16,312749,1,648204,0,,,,,,,,,,,,,1,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,87,3,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,,286,231,8,6,,,,,3,4,,3,,,3,1,,,,,,7,6,1,1,1,1,1,0,0,0,1,1,0,1,0,,0,,1,0,1,,1,,1,,1,-1,8,1,71230,1,42000,0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,88,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,267,215,7,6,,,,,,7,,,,,1,5,,,1,,,6,5,1,1,1,,0,0,0,0,1,0,0,0,0,,,,1,,1,,1,,1,,1,-1,8,8,14643,1,66000,0,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,89,1,3,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,,,392,343,6,5,,,,3,,3,,3,,,3,,,,4,,,7,6,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,2,-1,7,7,0,1,72000,0,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,90,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,,347,326,8,8,,,1,,5,2,,4,,2,2,,,,3,,,4,4,1,1,1,0,0,0,0,,1,0,0,0,0,,,,1,,1,,1,,1,,1,,,,,1,10000,1,44000,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,91,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,557,,13,13,,,,,3,10,,,,3,4,5,,,2,,,6,6,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,1,,1,,1,,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,92,3,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,,,300,278,15,14,,,,2,3,10,,,,1,8,1,,,1,,,8,8,1,1,1,0,1,0,1,1,1,1,0,1,,,0,,0,1,,1,,1,,1,1,-1,8,1,469467,1,527000,0,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,93,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,205,183,9,1,,,,,3,4,2,4,,1,2,2,,,,3,,15,13,1,1,1,1,1,1,0,0,1,1,0,0,0,,,,1,0,1,,1,,1,,1,-1,9,8,20000,1,662932,0,,,,,,,,1,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,94,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,420,408,10,9,,,,,1,7,1,4,,1,5,,,,,,,15,13,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,-1,8,8,,1,16000,1,16000,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,,,,,,1,,1,,1,1,1,1
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,95,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,638,574,16,16,,,1,1,4,10,,7,,,3,6,,,16,,,13,12,1,1,1,0,0,1,0,0,0,1,0,0,0,,,,1,,1,,1,,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,96,3,2,1,1,22,0,22,1,0,1,0,0,0,0,1,0,0,,,474,346,33,33,,,1,1,2,24,4,,1,,12,16,1,,,30,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,,,0,,0,1,,1,,1,,1,1,,,,,1,342500,0,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,97,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,255,229,9,1,,0,0,0,4,3,1,3,0,2,2,1,,0,4,2,0,9,7,1,1,1,1,1,0,0,0,1,1,0,0,0,,,,1,0,1,,1,,1,,1,-1,12,9,578182,1,1524678,1,1297882,,,,,,,1,,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,98,1,2,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,,,698,635,16,14,,,1,1,5,7,,7,,2,4,1,,,2,,,9,7,1,1,1,0,0,0,0,1,1,0,0,0,0,,,,1,,1,,1,,1,,1,-1,8,8,99000,1,99000,1,99000,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,1
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,392,360,7,7,,,,1,3,2,1,5,,,1,1,,,,,,7,7,1,1,1,1,0,0,0,0,1,0,0,0,0,,,,1,,1,,1,,1,,1,-1,8,8,,1,206391,1,83000,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,1,,1,1,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,388,376,9,8,,,,,4,5,,6,,1,2,,,,2,,,9,6,1,1,1,1,0,1,0,0,1,1,1,0,0,,,,1,,1,,1,,1,,2,-1,8,8,,0,,0,,,,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,101,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,229,208,6,4,,,1,,3,2,,4,,1,,1,,,6,,,7,7,1,1,1,0,0,0,1,0,1,1,0,0,0,,,,1,0,1,,1,,1,,1,-1,6,6,492559,1,131000,1,200000,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,1,1,,1,,,1,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,102,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,586,545,11,11,,,,1,1,9,,3,,2,2,3,,,,,,8,8,1,1,1,1,0,0,0,0,1,0,0,0,0,,,,1,,0,,1,,1,,1,-1,8,,4915,1,77000,1,88000,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,103,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,327,230,10,10,,,,2,2,6,,2,,1,4,3,,,10,,,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,,,,2,,1,,1,,1,,1,-1,9,6,58000,1,33500,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,104,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1731,1682,19,18,,,,,14,1,4,14,,,4,,,,16,,,37,35,1,1,1,1,1,1,1,1,1,1,0,1,,,0,,0,1,,0,,0,,0,1,-1,9,9,23351,1,110000,1,31000,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,1,,1,,1,1,1,,,,,1,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,105,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,351,315,8,8,,,,,1,7,,5,,3,,,,,4,,,11,9,1,1,1,0,0,1,0,0,0,1,0,0,0,,,,1,,1,,1,,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,1,106,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,171,154,7,0,,,,,,7,,4,,,3,,,,6,,,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,-1,7,7,605,1,22000,1,22000,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,1,,,1,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,107,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,320,298,21,21,,,,,8,13,,,,,5,7,,,,,,31,26,1,1,1,1,1,1,1,1,1,1,0,1,0,,0,,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,108,3,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1 - Private,,204,197,13,13,,,,2,4,7,,2,,3,5,,,,,,,18,15,1,1,1,1,0,1,0,1,1,1,1,0,0,,,,1,0,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,109,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1 - Private,-1,75,75,8,8,,,,4,2,2,,2,,,,,,,,,,7,6,1,1,1,,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,110,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,159,147,10,9,,,,1,2,7,,1,,,,,2,,,,,12,10,1,1,1,1,0,1,1,1,1,1,0,0,0,,,,1,0,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,111,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1 - Private,-1,111,97,10,10,,,,,,1,8,1,,,9,,,,,,,6,5,1,1,1,1,0,1,0,0,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,112,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,223,202,12,10,,,,,3,8,,2,,,2,,,,,,,9,5,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,113,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,350,340,14,14,,,,4,5,5,,6,,,4,4,,,,,,13,12,1,1,1,1,0,0,0,0,1,1,0,0,0,,0,,1,0,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,114,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1 - Private,-1,132,36,18,17,,,,1,6,4,2,6,,,3,1,,,,,,11,10,1,1,1,1,1,1,0,1,1,1,0,1,0,,,,1,,1,,1,,1,,2,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,115,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 - Education Foundation,,245,239,3,3,,,,,2,1,,2,,1,,,,,,,,4,4,1,1,1,,0,1,0,0,1,0,0,1,1,3,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,116,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,-1,119,104,3,2,,,,1,,2,,,,,1,1,,,,,,4,3,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,2,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,117,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,153,148,8,8,,,,1,2,4,,,1,,1,,,,,,,8,7,1,1,1,0,1,1,0,0,0,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,118,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,227,218,19,18,,,,,11,5,,5,,2,3,6,,,,,,18,15,1,1,1,1,0,1,1,1,1,1,0,1,0,,0,,1,1,1,1,1,1,1,1,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,119,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,320,288,8,8,,,,3,3,1,,3,,,,,,,,,,8,6,1,1,1,1,0,0,0,0,1,1,0,1,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,120,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,460,291,22,22,,,,9,7,5,,2,,1,4,,,,,,,17,15,1,1,1,1,1,0,0,0,0,1,0,1,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,121,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,-1,240,225,16,14,,2,,4,1,7,,4,,2,2,,,,,,,12,10,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,0,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,122,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,243,228,11,8,,0,0,0,6,3,1,0,0,2,1,,,,,,,12,5,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,123,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,-1,119,113,9,9,,,,,8,1,,1,,1,1,,,,,,,7,7,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,KHYBER PAKHTUNKHWA,MARDAN,,2,124,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,140,136,1,1,,,,,,1,,,,,,,,,,,,7,7,1,1,1,1,0,1,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
